session_id,timestamp,face_angry_prob,face_disgust_prob,face_fear_prob,face_happy_prob,face_neutral_prob,face_sad_prob,face_surprise_prob,voice_angry_prob,voice_disgust_prob,voice_fear_prob,voice_happy_prob,voice_neutral_prob,voice_sad_prob,voice_surprise_prob,behavior_confidence,behavior_typed_text_length,behavior_total_key_events,behavior_backspace_count,behavior_unique_keys_count,behavior_typing_duration_seconds,behavior_keys_per_second,behavior_avg_key_interval_ms,behavior_std_key_interval_ms,behavior_total_scroll_events,behavior_scroll_duration_seconds,behavior_total_scroll_distance,behavior_avg_scroll_speed,behavior_max_scroll_speed,behavior_scroll_direction_changes,behavior_total_duration_seconds,behavior_D1U1,behavior_D1U2,behavior_D1D2,behavior_U1D2,behavior_U1U2,behavior_D1U3,behavior_D1D3,behavior_label_normal,behavior_label_focused,behavior_label_stressed,behavior_label_rushed,behavior_label_distracted,target_label,target_source,data_source,sample_weight
synthetic_000000,,0.01474753324530825,0.0032415058590455504,0.011543394668551967,0.029683625462378807,0.8266808255732464,0.011341106558695803,0.10276200863277338,0.0393312614104441,0.00979386889149576,0.027170698805570114,0.03669115762209382,0.7646610258920392,0.11412235635268367,0.008229631025673444,0.9070395525305295,117.18686322068098,125.70991997232716,4.261528375823088,21.750951222614344,47.74309523030549,2.454530077184758,364.3641757263705,80.49344269574495,11.70358676987034,16.727232409024303,13904.105284467798,831.2256890127601,1355.1703250720666,2.757685206916789,64.4703276393298,99.52587935231347,433.019727905897,364.3641757263705,264.838296374057,377.7657605704143,885.9464224525043,711.2022854212489,1.0,0.0,0.0,0.0,0.0,neutral,synthetic,synthetic,1.0
synthetic_000001,,0.025009083476446863,0.005757147368939044,0.005997818078571487,0.7000078652190921,0.11813941949104437,0.08778170335135776,0.05730696301454836,0.008638281875015596,0.0002251427986000963,0.04769108869940013,0.769879948435332,0.10659100289618266,0.014509213418789076,0.052465321876680564,0.8901012863660758,98.83767141009031,104.13989812199101,2.651113355950352,24.89905448392368,34.58218287477857,2.85805184039364,245.49466826729645,51.32676548010072,9.75004899447948,22.250716545659856,5943.165793377579,267.09997321577634,355.6318910203287,2.236695826776409,56.83289942043842,51.435161645429716,308.048000367607,245.49466826729645,194.05950662186672,274.9349595970991,536.2770940055419,541.881092885604,0.0,1.0,0.0,0.0,0.0,happy,synthetic,synthetic,1.0
synthetic_000002,,0.006344090028123499,0.03868823933398266,0.04025136323932039,0.007919006740610426,0.12223044344889722,0.783721435387093,0.0008454218219728272,0.07518511633439968,0.002414842009367916,0.11321421157953838,0.02238619951694086,0.14701283585792352,0.6199569847403897,0.019829809961439904,0.634685304509852,56.59318139085347,69.56102137810872,6.483919993627622,31.821390406848526,19.940175714395803,2.8381485801048405,483.85123423673946,113.18812006712758,15.070495885563119,8.655766645029683,7778.2610323404015,898.621849608993,1219.6424151371743,4.974796579371725,28.595942359425486,52.03720880845649,529.0965834530136,483.85123423673946,431.81402542828295,467.95924513423836,973.6497236308647,959.287166576017,1.0,0.0,0.0,0.0,0.0,sad,synthetic,synthetic,1.0
synthetic_000003,,0.0009849358521719024,0.010374899706235657,0.007356816523674893,0.03165475678693169,0.8994913346457938,0.021919223828014422,0.02821803265717766,0.020023342608775314,0.01088332913113333,0.029899393622565426,0.32276117930338905,0.5265275595900476,0.08717085817801956,0.002734337566069812,0.789345332026353,98.87145929025372,107.60769061533999,4.368115662543131,15.493894979042581,34.52712529112703,2.8635879314187287,379.4665275895405,119.42358936500017,13.363226317160644,12.09004517870603,10419.015545616583,861.784665947105,1100.1873427585008,1.2734787048623888,46.617170469833056,131.24270002130808,504.3440233666978,379.4665275895405,248.2238275682324,330.44908501873874,829.8827292894672,724.452524048202,1.0,0.0,0.0,0.0,0.0,neutral,synthetic,synthetic,1.0
synthetic_000004,,0.9084474642822794,0.02849526687972955,0.009874436872179095,0.007109068260734401,0.029539896039535274,0.00625081589130362,0.01028305177423844,0.8192760102742106,0.015654024129725646,0.08064298342457296,0.054073285522512914,0.012057861002979111,0.0007676719877825586,0.017528163658216266,0.6179358017271802,72.23027328580427,89.76402487910318,8.766875796649451,37.689797263656374,14.124885579442324,5.113689090050388,268.11246902110224,126.41611526861163,14.596641085106672,3.8009290874336736,2203.354815462355,579.6884826783298,760.4618676052652,3.773518108809477,17.925814666875997,70.05456219644415,325.94009451457333,268.11246902110224,198.0579068246581,250.5222764479234,598.8412331512067,511.25054869424207,0.0,0.0,1.0,0.0,0.0,angry,synthetic,synthetic,1.0
synthetic_000005,,0.002408657689693627,0.002583304823608315,0.06827479071819907,0.10549153734834521,0.0007258317273912616,0.009122601540235895,0.8113932761525267,0.010188814947331074,0.007038703810311371,0.04088682078714044,0.06794620313147282,0.037581458029066234,0.0060237502109835445,0.8303342490836945,0.7938155160184457,105.56897598817449,130.1964599064437,12.313741959134607,23.768770428939526,39.92431883053235,2.6442273551688005,328.42359614265865,102.10811537461583,24.771094650899407,10.498220102492937,5389.499537423061,513.3726941144295,603.5783417631156,1.0355350425941579,50.42253893302529,72.4024275561699,425.8094320106907,328.42359614265865,256.0211685864888,343.9134902199661,733.1461563597984,684.6994226263655,0.0,0.0,1.0,0.0,0.0,surprise,synthetic,synthetic,1.0
synthetic_000006,,0.004082640400712442,0.01947232435703934,0.06408959960424791,0.05591233402662978,0.758519106197111,0.09768805194228018,0.0002359434719793507,0.05345198926816338,0.07847520817353427,0.02513520688626598,0.05672567633329776,0.605369207366143,0.1102969031883661,0.07054580878422946,0.589108735100623,60.125348089916365,60.125348089916365,0.0,16.919995329196446,24.803503671937577,2.424066732069855,407.4007670766779,8.17520215054104,15.769275349668412,12.350860803136772,9697.14863155748,785.139496438554,1362.845488666595,0.6497720957130773,37.154364475074345,25.0,442.4996175950682,407.4007670766779,382.4007670766779,400.4502988328075,862.4199509201195,879.0694385439065,1.0,0.0,0.0,0.0,0.0,neutral,synthetic,synthetic,1.0
synthetic_000007,,0.012437714104059505,0.0029267132648916434,0.008954160461767854,0.06494725328931095,0.8656676443172157,0.03723926567038366,0.007827248892370879,0.049492473108602345,0.0014694863469988672,0.06445392851047313,0.03573430218094236,0.8298609274749279,0.018370435068396248,0.0006184473096591861,0.6886979746993501,111.31621817690588,118.30469239163455,3.4942371073643375,22.476223931713314,47.35077778966071,2.350884681797399,461.7364483525455,161.95341827061134,5.54058865884155,14.435099939017455,11168.43728215984,773.7000318211885,1126.5171836444863,3.8326228821491335,61.785877728678166,75.80105214800922,494.2072729203302,461.7364483525455,385.9353962045363,453.5296488856433,1033.7539508695857,910.1838683251013,1.0,0.0,0.0,0.0,0.0,neutral,synthetic,synthetic,1.0
synthetic_000008,,0.7867491847116959,0.0599926461649735,0.06606645434266196,0.04712165121195379,0.022694043236331767,0.009590208350012274,0.007785811982371023,0.8618914049298693,0.03187979456643817,0.051233767193125335,0.029087250439951442,0.003942071152741005,0.02104718832619874,0.0009185233916759719,0.8728938211928405,80.34029396262366,111.89765885565093,15.778682446513635,32.20744470432582,22.538935597762094,3.5645114479408115,244.51629207829356,147.96199338770134,22.56223698982128,13.919321344073847,14220.72918748027,1021.6539180291824,1197.8516698674016,6.458547221111947,36.45825694183594,46.09794833994604,315.50149749187256,244.51629207829356,198.41834373834752,269.7350385495532,573.9760927694497,490.01336070249283,0.0,0.0,1.0,0.0,0.0,angry,synthetic,synthetic,1.0
synthetic_000009,,0.0030246729545888073,0.02122032148496835,0.010054039259683161,0.8416247032782425,0.06386776353322846,0.001554155019036807,0.05865434447025205,0.009966729799999255,0.007887253725692683,0.014314314238583273,0.702565286841429,0.1884912599873884,0.0445922412242214,0.03218291418268589,0.8631774602567841,107.50617979487194,115.02741479657364,3.7606175008508504,26.758235730089925,36.79022046768711,2.922140134748438,325.44455382513036,87.13573109604509,17.198356372149277,17.12788097867499,6880.722261770194,401.7264173155461,702.9000571409963,2.0805130040009256,53.9181014463621,69.71089055750372,362.99561100554166,325.44455382513036,255.73366326762664,308.36936937338214,666.1896635561914,600.9393335737423,0.0,1.0,0.0,0.0,0.0,happy,synthetic,synthetic,1.0
synthetic_000010,,0.004667876209090824,0.040653637187955276,0.01954688616374431,0.7776359641502818,0.06265693484884016,0.016381943462251487,0.07845675797783623,0.0366161558776755,0.017238653381529377,0.04247877283535337,0.7244934823145794,0.07397317151782812,0.004194161383424596,0.10100560268960972,0.8807515653668965,36.11857313731406,44.64795916292475,4.2646930128053455,22.108953660688655,10.94873351802092,3.2988813800121433,510.6044718982911,25.088665748854908,14.740641898210981,4.1083475281788555,2731.808291467535,664.9408972172538,1192.7296362580125,0.0,15.057081046199775,69.98345626686972,511.8460276743964,510.6044718982911,440.62101563142136,536.8449771426893,1081.8273785721353,1014.6154993423287,1.0,0.0,0.0,0.0,0.0,happy,synthetic,synthetic,1.0
synthetic_000011,,0.01024132411991451,0.007922736044201954,0.08155614209949952,0.15110998924097122,0.030143493305836266,0.13420751327664934,0.5848188019129273,0.0283322285627765,0.010985534772248028,0.11227090734618576,0.024908927076782685,0.11828878975360257,0.0632534002825986,0.6419602122058059,0.6609684750716208,72.78153926099901,79.21338007751609,3.215920408258537,14.477410195210549,31.178031943754572,2.334385293860033,326.7851126049303,62.09225768759991,7.917124462722125,6.559332384836708,4465.484265848374,680.7833486486049,886.6711590187392,1.560128409467329,37.73736432859128,94.5376676537605,429.86049739711086,326.7851126049303,232.24744495116983,341.37942608060445,747.5903421394776,602.6942504122535,1.0,0.0,0.0,0.0,0.0,surprise,synthetic,synthetic,1.0
synthetic_000012,,0.04354525925294702,0.00957526870808925,0.09915551348669481,0.12294254331232293,0.6542545367130922,0.03870682273465351,0.0318200557922003,0.009828027418140574,0.03299591920068445,0.012496640947457189,0.0434546151197909,0.861896747418173,0.033934977857683325,0.005393072038070591,0.9096209450033818,68.39334689833831,73.6810607843643,2.6438569430130014,31.053039459052677,28.08335622505938,2.4353694177517666,270.07120246065324,106.3404383466493,26.571223242077096,11.775022951139649,9032.248748135264,767.0684622539164,1406.7394876288322,4.264104576828356,39.85837917619903,91.3036092531801,302.76736436911636,270.07120246065324,178.76759320747314,285.30829794150253,695.0641060911274,553.2695802375384,1.0,0.0,0.0,0.0,0.0,neutral,synthetic,synthetic,1.0
synthetic_000013,,0.02170900951050637,0.0022264633824286826,0.11347637003096953,0.011799694754716976,0.06264209055710826,0.7818937253532287,0.006252646411041604,0.015646332209234386,0.010463771626270376,0.04097363465066445,0.03403960507975189,0.0647099017657848,0.8018149170176413,0.03235183765065283,0.8302226919894509,95.06997747452806,104.45400492828426,4.692013726878101,14.411685748339718,22.826556438308668,4.16488477933434,158.6704576789045,112.16695770795033,31.531117122331317,8.761624535830233,17500.324914810943,1997.3835723323027,3608.9203143160607,2.900041346843664,31.5881809741389,70.43694779242477,223.4219201552322,158.6704576789045,88.23350988647974,156.88404962488983,323.1758275268422,351.9395305576102,0.0,0.0,0.0,1.0,0.0,sad,synthetic,synthetic,1.0
synthetic_000014,,0.00020751456550787407,0.02192209330714835,0.010606530416328844,0.8562034781373866,0.07328500310203641,0.0249935179353334,0.012781862536258478,0.02761965876398711,0.008610309492326202,0.0005456030465947088,0.7996484122193603,0.024396067866409896,0.02281426335261666,0.11636568525870526,0.8943567463244798,74.57118751178365,74.57118751178365,0.0,30.28389171644255,34.86968404563176,2.1385679151608326,338.85845337506544,99.43088485971927,11.434157951355514,9.99326314795664,7904.850611720456,791.0179582668941,946.1274864047413,0.6745971832894724,44.8629471935884,106.97615237104384,493.90826059777373,338.85845337506544,231.8823010040216,312.0908051485886,829.7872495868716,681.1330464874712,1.0,0.0,0.0,0.0,0.0,happy,synthetic,synthetic,1.0
synthetic_000015,,0.037332371894815704,0.8780764088543772,0.015885534492619122,0.012209472246898974,0.01313577482035131,0.04054125529540634,0.002819182395531445,0.043718048895940054,0.8451815671020965,0.011052412145651825,0.04413910127376318,0.01042224513055375,0.010169258190469167,0.035317367261525574,0.7696938056604449,89.95004675179108,94.89284485193048,2.471399050069701,40.85741382057835,55.126968681103826,1.63168860729728,450.85522013787613,136.36789089711104,23.699174897443307,11.245559261093181,10521.502508939853,935.6139845655891,1206.6142585717603,5.378022200151449,66.37252794219701,113.57955485585371,553.15016371962,450.85522013787613,337.27566528202243,432.50014938952586,1018.1707008082881,856.373498819441,0.0,0.0,0.0,0.0,1.0,disgust,synthetic,synthetic,1.0
synthetic_000016,,0.06655967768804787,0.014356628549221755,0.02892653331189261,0.8254452144158028,0.04082821957510597,0.011637646437574797,0.012246080022354297,4.316529289459622e-06,0.06146133079938467,0.0006699410125358319,0.7424604516473776,0.11157329509365038,0.012654302570432933,0.07117636234732923,0.6574670383852267,104.58313458632318,108.58178315322809,1.9993242834524494,27.986122045439586,31.5516376816974,3.3146658072519064,202.8310681971051,19.470990342538656,11.842937230377856,11.016127376460322,4696.73652931648,426.3509642556099,806.7508745317282,2.967964587903054,42.56776505815772,94.7649544093741,291.07531114636464,202.8310681971051,108.06611378773101,193.5885266936562,416.1195152990082,432.5854036755097,0.0,1.0,0.0,0.0,0.0,happy,synthetic,synthetic,1.0
synthetic_000017,,0.7601286867706709,0.1054049551392369,0.04080744830010294,0.04268598303567715,0.007699758215521858,0.018925619552455676,0.024347548986334698,0.7532670258478651,0.1444946008726417,0.03859037940165287,0.050114298159723854,0.0003355217438551226,0.004774186058276047,0.008423987915985264,0.8307947728101033,57.038628214731666,81.68941418752804,12.325392986398189,24.943397060617162,16.38546779670637,3.4810497278690424,168.16708682368778,152.9466321409984,20.75363809177868,8.512276219279979,10574.359397281043,1242.2481513617386,1543.969532166098,3.357047902800056,24.897744015986348,118.6747675155487,277.5724001026849,168.16708682368778,49.49231930813909,173.9647963420558,464.43173598852,366.85187647555637,0.0,0.0,1.0,0.0,0.0,angry,synthetic,synthetic,1.0
synthetic_000018,,0.014758204000819248,0.01033545278754059,0.1209141123382302,0.0032546765034916006,0.11443004928337458,0.7192027649876116,0.01710474009893218,0.03362811115538385,0.015145682900757356,0.007508549900261664,0.005075665558597849,0.10703698826695629,0.8271612068438862,0.004443795374156802,0.608506576793586,67.6848290874442,72.71935734912377,2.5172641308397834,31.141834221060705,36.02945164966513,1.8785972583091837,544.8261586402037,240.48208351701925,31.473223304864707,14.814535342280916,17940.488731163387,1211.0058342471905,1927.666244662422,4.767901948887749,50.84398699194604,105.45204560287617,675.9119050995238,544.8261586402037,439.37411303732756,486.4829610262624,1182.412893873186,1038.3358078939734,0.0,0.0,0.0,0.0,1.0,sad,synthetic,synthetic,1.0
synthetic_000019,,0.0490403245946544,0.014916236464631935,0.10464304873713746,0.09908732435607845,0.7094218549838015,0.018675277297119233,0.0042159335665770455,0.004786508397399889,0.026892621228831837,0.02525448420105238,0.027530782638186625,0.8949382684622241,0.0054973565336514894,0.015099978538653767,0.8134667204833705,86.73544678777051,93.58998224430981,3.4272677282696487,23.468316328480995,46.6624031817786,1.8587865363445364,372.3558935330117,85.51872305251719,12.82160329690958,12.219645398363898,6367.273999297726,521.0686392053772,757.040795953822,3.5930880610399942,58.882048580142495,103.58262831791916,470.0426657555763,372.3558935330117,268.7732652150925,377.12366102976017,836.0265238709051,748.3759381121077,1.0,0.0,0.0,0.0,0.0,neutral,synthetic,synthetic,1.0
synthetic_000020,,0.029144829355777613,0.00016505372017972886,0.015046056565124918,0.04478519139394355,0.8611517813341051,0.039963768889647595,0.00974331874122154,0.00022799952064715454,0.03246128146823053,0.03540760199095937,0.8078367103845686,0.05974882287524377,0.015616223149459473,0.04870136061089114,0.7503358947304226,100.57542243403742,101.54052165336243,0.48254960966250304,26.85961780394388,29.742367627235584,3.3815540072182695,319.38823306249725,83.62393850119203,10.63518947346477,10.309597812270766,7261.557532661911,704.3492544412359,1057.8835538737922,0.42002729226479407,40.05196543950635,71.5115967513843,394.14807616803336,319.38823306249725,247.87663631111295,331.0252418486388,707.4961114458933,592.1048649692974,0.0,1.0,0.0,0.0,0.0,neutral,synthetic,synthetic,1.0
synthetic_000021,,0.058529876902049444,0.018587824564699967,0.7162401999278734,0.000434803409432047,0.004463325690211098,0.11042020843517851,0.09132376107055559,0.009798495536772377,0.03809965351877853,0.6914411982324778,0.006065501747257022,0.010819949299542357,0.19217332213053898,0.05160187953463288,0.6840843440702972,108.28906532148943,113.87818786936855,2.7945612739395553,23.805977287828707,68.30376670241274,1.5854040055109326,585.0123947796085,104.55018813090206,4.764977117924921,21.373431361261368,8753.76767227176,409.56304695827515,754.4703096349558,1.6079914043099683,89.67719806367411,85.15960969158378,661.6181822028911,585.0123947796085,499.8527850880247,604.3034084243951,1198.907832626726,1100.8035723763676,1.0,0.0,0.0,0.0,0.0,fear,synthetic,synthetic,1.0
synthetic_000022,,0.007644625894493867,0.011830251022928569,0.00841931916136604,0.10849191001558317,0.005006464558367996,0.19427243665423025,0.6643349926930301,0.031818605890294775,0.05505306569362364,0.054437739439924936,0.09960800681092594,0.0013538746952062612,0.021935652463763396,0.7357930550062611,0.6778014789609554,101.95025172385309,104.03468366524149,1.0422159706941994,24.645205080321805,38.78321818713042,2.6287207841272853,349.78058206044386,71.40228480224104,9.561819728215529,15.851712455230723,7193.853250299295,453.8218360077228,823.6841376831392,3.5450796151655215,54.63493064236115,82.74214073917767,446.40136484824234,349.78058206044386,267.0384413212662,351.03454812517816,784.0719849760727,671.2417546479513,0.0,1.0,0.0,0.0,0.0,surprise,synthetic,synthetic,1.0
synthetic_000023,,0.0024766586325476203,0.0164036157083235,0.10135761732266609,0.09554529404357931,0.07871376104557143,0.7026503092764239,0.0028527439708881594,0.07667624909312543,0.018425417623902724,0.033830335004899854,0.04400979878568952,0.07896041698153249,0.667399937880161,0.08069784463068887,0.7381414384255705,140.5405422028211,147.68381982823712,3.5716388127080174,40.87589548943234,80.3254264195556,1.7496395408939385,536.5538168341786,143.92325326945985,22.56139072904366,34.21948189320692,48945.65956938363,1430.344846311074,2637.1350178831676,4.523246838245784,114.54490831276252,106.93981451900845,628.089254248824,536.5538168341786,429.6140023151702,561.4980452570277,1146.014663292058,1035.3922200022273,0.0,0.0,0.0,0.0,1.0,sad,synthetic,synthetic,1.0
synthetic_000024,,0.08844662540306147,0.040916370321964234,0.0007045000639107408,0.2742525707835845,0.5837849980964079,0.008496167939099752,0.0033987673919714566,0.00812382363832389,0.011114801486857175,0.011901018077406771,0.062253329903839784,0.862347639160716,0.03268767063759056,0.011571717095265775,0.8127269451162089,129.28548694045907,136.5485497637669,3.6315314116539263,24.083389255995066,26.657876348040844,4.849804435001837,170.46098050335016,130.2925912629175,26.886759331286832,13.462290891650312,20295.15797922791,1507.5560424723503,2564.677930027876,1.8038528629349848,40.120167239691156,139.79298538815505,294.0223929012518,170.46098050335016,30.66799511519511,153.13265773016138,421.2924662656125,344.16574161771547,0.0,0.0,0.0,1.0,0.0,neutral,synthetic,synthetic,1.0
synthetic_000025,,0.04206654728319486,0.9036453145155928,0.0037412437299146856,0.02091769060632415,0.0031394225201842926,0.025178042258872463,0.0013117390859167222,0.012629373038984303,0.8410494489810403,0.013563151133151484,0.0010104743845301709,0.0011284899489464638,0.06221462806908655,0.06840443444426092,0.5923851284338655,11.794832789450666,16.70012935621204,2.4526482833806877,26.86566437854062,5.711219846177631,2.0652037755725052,793.5338226342152,248.56470666254782,32.46683149610744,1.4610813288150941,1918.2222162699445,1312.8784677753579,1746.1000234477822,7.216903472859358,7.172301174992725,93.86974362189184,882.0466926922454,793.5338226342152,699.6640790123233,789.6342249118195,1607.0839084455029,1571.1258015585117,0.0,0.0,0.0,0.0,1.0,disgust,synthetic,synthetic,1.0
synthetic_000026,,0.005403387635604731,0.018280751608064805,0.018699358228266016,0.69215082486603,0.10863966669040673,0.05277766472906381,0.10404834624256397,0.04886555610070563,0.048172968344408186,0.08207462614402497,0.5991814943389543,0.09962991677038073,0.007428999191006338,0.11464643911051986,0.6753240988289464,96.95787725463403,104.05634698707595,3.5492348662209627,26.42989391354806,31.216123804212863,3.1060191157221384,336.75449323601373,79.63812337426413,11.305629239573031,12.784079184938497,5904.0363387780435,461.8272660367949,643.4476969097763,1.459206115809116,44.00020298915136,100.25732214220122,447.4984376995461,336.75449323601373,236.4971710938125,330.98878407346734,824.0774666490064,713.4178513050773,0.0,1.0,0.0,0.0,0.0,happy,synthetic,synthetic,1.0
synthetic_000027,,0.730053645878083,0.12418626212059287,0.11290911553680738,6.747460362603332e-05,0.03129640618098023,0.0005308832067845573,0.0009562124731260142,0.7533759080893242,0.03316748306651226,0.056703609685233324,0.022424364054791732,0.05033146161161099,0.07749559596853992,0.006501577523987602,0.9221056778538556,183.6166637209762,222.18735024963513,19.28534326432947,18.700802213069252,37.41972561523679,4.906948426319033,225.6254230777627,146.81170035584827,11.013834846942856,19.7430926956895,27434.99323490439,1389.5995757997052,2564.0468148526415,0.0,57.1628183109263,121.34312053595465,341.00763483920974,225.6254230777627,104.28230254180804,217.86966396677687,568.0028487314032,507.00276927482366,0.0,0.0,1.0,0.0,0.0,angry,synthetic,synthetic,1.0
synthetic_000028,,0.8433294249154067,0.04665205225034409,0.047439747416303586,0.015458741773534136,0.022367072570730322,0.015527989106886643,0.009224971966794414,0.6526565372456236,0.05700788455357424,0.10831158771282008,0.039213154245666834,0.05016745566808958,0.047608072001113604,0.04503530857311226,0.7775063906844204,150.14871572597312,178.4745811489077,14.16293271146729,32.14057894478378,54.31555594356814,2.7643777757144212,215.53568199768299,98.46380897607668,1.3946313035553999,7.911960545792564,6730.827367015947,850.7154867696197,1338.2520997764045,0.7358283543821782,62.22751648936071,49.64217760744649,280.5837445189623,215.53568199768299,165.8935043902365,237.73507485979698,431.07136399536597,365.9295850376715,0.0,0.0,1.0,0.0,0.0,angry,synthetic,synthetic,1.0
